,Candidate,State,District,Office Type,Partisan Lean,Primary %,Won Primary,Gender,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,Hillary_Won?,Obama_Won?
110,Barbara Seidman,GA,U.S. House Georgia District 1,Representative,-0.17379999,0.32459998999999995,No,Female,Nonwhite,No,No,No,No,No,No,0.6666179231707963,0.22014127222502264,0.07510219205632543,0.3333820768292037,0.04836957180298974,0.502578873069865,0.4214708607280231,0.13154884246699347,44184.17647058824,0.09608325142135817,0.165451284339712,0.8235004211059421,0.13919925233480607,0.8032346851195613,0.5463791549133332,0,0
111,Lisa Ring,GA,U.S. House Georgia District 1,Representative,-0.17379999,0.67540001,Yes,Female,White,No,No,No,No,No,No,0.6666179231707963,0.22014127222502264,0.07510219205632543,0.3333820768292037,0.04836957180298974,0.502578873069865,0.4214708607280231,0.13154884246699347,44184.17647058824,0.09608325142135817,0.165451284339712,0.8235004211059421,0.13919925233480607,0.8032346851195613,0.5463791549133332,0,0
112,Chalis Montgomery,GA,U.S. House Georgia District 10,Representative,-0.28209999,0.26459999,No,Female,White,No,No,No,No,No,No,0.5847373528710319,0.3346947839200003,0.04801186981130415,0.4152626471289681,0.04641422517451198,0.5072654356187654,0.384112180053875,0.16076054766103268,44155.24,0.0863472974475728,0.18882181656116606,0.811234817899515,0.12839009692444825,0.7699489892412947,0.6101850052517426,0,0
113,Richard Dien Winfield,GA,U.S. House Georgia District 10,Representative,-0.28209999,0.23329999999999998,No,Male,White,No,No,No,No,No,No,0.5847373528710319,0.3346947839200003,0.04801186981130415,0.4152626471289681,0.04641422517451198,0.5072654356187654,0.384112180053875,0.16076054766103268,44155.24,0.0863472974475728,0.18882181656116606,0.811234817899515,0.12839009692444825,0.7699489892412947,0.6101850052517426,0,0
114,Tabitha Johnson-Green,GA,U.S. House Georgia District 10,Representative,-0.28209999,0.50200001,Yes,Female,White,No,No,No,No,Yes,No,0.5847373528710319,0.3346947839200003,0.04801186981130415,0.4152626471289681,0.04641422517451198,0.5072654356187654,0.384112180053875,0.16076054766103268,44155.24,0.0863472974475728,0.18882181656116606,0.811234817899515,0.12839009692444825,0.7699489892412947,0.6101850052517426,0,0
115,Flynn Broady Jr.,GA,U.S. House Georgia District 11,Representative,-0.30129998999999996,1.0,Yes,Male,Nonwhite,Yes,No,No,No,No,No,0.6327529922895997,0.2157415968228004,0.09481685193477564,0.36724700771040025,0.10439336202736506,0.5108769008361185,0.40707321548380904,0.11403369454352699,62704.99999999999,0.07213292694461243,0.11532671085958444,0.627991808858486,0.07971945500335878,0.5624399502561583,0.13413574072590292,1,1
116,Francys Johnson,GA,U.S. House Georgia District 12,Representative,-0.17629999,0.52860001,Yes,Female,Nonwhite,No,No,No,No,No,No,0.6097702340142771,0.30330174735405974,0.06341176966629179,0.3902297659857228,0.03550872293835046,0.4982034587179269,0.40810435301613646,0.14344167334659283,38416.10526315789,0.07625770529016589,0.19976874054155322,0.8432223768918466,0.15332128174716017,0.8094102567387672,0.6299878831183259,0,0
117,Robert Ingham,GA,U.S. House Georgia District 12,Representative,-0.17629999,0.3115,No,Male,White,No,No,No,No,No,No,0.6097702340142771,0.30330174735405974,0.06341176966629179,0.3902297659857228,0.03550872293835046,0.4982034587179269,0.40810435301613646,0.14344167334659283,38416.10526315789,0.07625770529016589,0.19976874054155322,0.8432223768918466,0.15332128174716017,0.8094102567387672,0.6299878831183259,0,0
118,Trent Nesmith,GA,U.S. House Georgia District 12,Representative,-0.17629999,0.15990000000000001,No,Male,White,No,No,No,No,No,No,0.6097702340142771,0.30330174735405974,0.06341176966629179,0.3902297659857228,0.03550872293835046,0.4982034587179269,0.40810435301613646,0.14344167334659283,38416.10526315789,0.07625770529016589,0.19976874054155322,0.8432223768918466,0.15332128174716017,0.8094102567387672,0.6299878831183259,0,0
119,Steven Foster,GA,U.S. House Georgia District 14,Representative,-0.5418,1.0,Yes,Male,White,No,No,No,No,Yes,No,0.8206929101688403,0.06409622721648031,0.08925331299531689,0.17930708983115973,0.056710231476914605,0.5063507856666007,0.39108083870433963,0.15031268798572833,44677.833333333336,0.08221046716949529,0.2187097516095828,0.8411689795469924,0.19373327754285335,0.8351386739523811,0.5093034079603452,0,0
120,Chuck Enderlin,GA,U.S. House Georgia District 3,Representative,-0.34380001,0.59869999,Yes,Male,White,Yes,No,No,No,No,No,0.6571200206032857,0.26310653418992996,0.04034075280716229,0.3428799793967143,0.036156522005593966,0.5136325062452238,0.3966375581741089,0.1468680727960013,50163.53846153846,0.09857245990305072,0.15385669902845908,0.7909675988484741,0.13249330569112738,0.7709289500724785,0.5249230051811963,0,0
121,Rusty Oliver,GA,U.S. House Georgia District 3,Representative,-0.34380001,0.40130001,No,Male,White,No,No,No,No,No,No,0.6571200206032857,0.26310653418992996,0.04034075280716229,0.3428799793967143,0.036156522005593966,0.5136325062452238,0.3966375581741089,0.1468680727960013,50163.53846153846,0.09857245990305072,0.15385669902845908,0.7909675988484741,0.13249330569112738,0.7709289500724785,0.5249230051811963,0,0
122,Bobby Kaple,GA,U.S. House Georgia District 6,Representative,-0.094799995,0.2625,No,Male,White,No,No,No,No,No,No,0.4108962484156441,0.4103348818434844,0.09588626592148446,0.589103751584356,0.148256961368376,0.5187210393578724,0.41363402627094664,0.10436275723902633,60097.333333333336,0.08481207180549732,0.09640643788641624,0.5448785355914973,0.03666557199066714,0.3778740798857617,0.00528976151242377,1,1
123,Kevin Abel,GA,U.S. House Georgia District 6,Representative,-0.094799995,0.30540001,No,Male,White,No,No,No,No,Yes,No,0.4108962484156441,0.4103348818434844,0.09588626592148446,0.589103751584356,0.148256961368376,0.5187210393578724,0.41363402627094664,0.10436275723902633,60097.333333333336,0.08481207180549732,0.09640643788641624,0.5448785355914973,0.03666557199066714,0.3778740798857617,0.00528976151242377,1,1
124,Lucy McBath,GA,U.S. House Georgia District 6,Representative,-0.094799995,0.3627,Yes,Female,Nonwhite,No,No,No,No,Yes,No,0.4108962484156441,0.4103348818434844,0.09588626592148446,0.589103751584356,0.148256961368376,0.5187210393578724,0.41363402627094664,0.10436275723902633,60097.333333333336,0.08481207180549732,0.09640643788641624,0.5448785355914973,0.03666557199066714,0.3778740798857617,0.00528976151242377,1,1
125,Steven Knight Griffin,GA,U.S. House Georgia District 6,Representative,-0.094799995,0.069499998,No,Male,White,No,No,No,No,No,No,0.4108962484156441,0.4103348818434844,0.09588626592148446,0.589103751584356,0.148256961368376,0.5187210393578724,0.41363402627094664,0.10436275723902633,60097.333333333336,0.08481207180549732,0.09640643788641624,0.5448785355914973,0.03666557199066714,0.3778740798857617,0.00528976151242377,1,1
126,Carolyn Bourdeaux,GA,U.S. House Georgia District 7,Representative,-0.1273,0.27280001000000004,Yes,Female,White,No,No,No,No,No,No,0.5835817609013785,0.1413881839067405,0.14963875145069097,0.4164182390986215,0.19731027498442402,0.5073329269290581,0.4153450527503884,0.09839120420262311,76853.5,0.05845971392048686,0.1011035323271591,0.5840006161523524,0.053855408661166955,0.5559772185815265,0.052037029592678134,0,0
127,David Kim,GA,U.S. House Georgia District 7,Representative,-0.1273,0.25980000000000003,No,Male,Nonwhite,No,No,No,Yes,No,No,0.5835817609013785,0.1413881839067405,0.14963875145069097,0.4164182390986215,0.19731027498442402,0.5073329269290581,0.4153450527503884,0.09839120420262311,76853.5,0.05845971392048686,0.1011035323271591,0.5840006161523524,0.053855408661166955,0.5559772185815265,0.052037029592678134,0,0
128,Ethan Pham,GA,U.S. House Georgia District 7,Representative,-0.1273,0.1784,No,Male,Nonwhite,No,No,No,No,No,No,0.5835817609013785,0.1413881839067405,0.14963875145069097,0.4164182390986215,0.19731027498442402,0.5073329269290581,0.4153450527503884,0.09839120420262311,76853.5,0.05845971392048686,0.1011035323271591,0.5840006161523524,0.053855408661166955,0.5559772185815265,0.052037029592678134,0,0
129,Kathleen Allen,GA,U.S. House Georgia District 7,Representative,-0.1273,0.11019999999999999,No,Female,White,No,No,No,No,No,No,0.5835817609013785,0.1413881839067405,0.14963875145069097,0.4164182390986215,0.19731027498442402,0.5073329269290581,0.4153450527503884,0.09839120420262311,76853.5,0.05845971392048686,0.1011035323271591,0.5840006161523524,0.053855408661166955,0.5559772185815265,0.052037029592678134,0,0
130,Melissa Davis,GA,U.S. House Georgia District 7,Representative,-0.1273,0.1367,No,Female,Nonwhite,No,No,No,No,No,No,0.5835817609013785,0.1413881839067405,0.14963875145069097,0.4164182390986215,0.19731027498442402,0.5073329269290581,0.4153450527503884,0.09839120420262311,76853.5,0.05845971392048686,0.1011035323271591,0.5840006161523524,0.053855408661166955,0.5559772185815265,0.052037029592678134,0,0
131,Steve Reilly,GA,U.S. House Georgia District 7,Representative,-0.1273,0.041999998,No,Male,White,Yes,No,No,No,No,No,0.5835817609013785,0.1413881839067405,0.14963875145069097,0.4164182390986215,0.19731027498442402,0.5073329269290581,0.4153450527503884,0.09839120420262311,76853.5,0.05845971392048686,0.1011035323271591,0.5840006161523524,0.053855408661166955,0.5559772185815265,0.052037029592678134,0,0
132,Dave Cooper,GA,U.S. House Georgia District 9,Representative,-0.60810001,0.4727,No,Male,White,Yes,No,No,No,No,No,0.8310402510363025,0.07012396766353424,0.06800614081389918,0.1689597489636976,0.05286164343487913,0.510780145943282,0.36511691381739775,0.1926363727259267,45380.0,0.07458525763150334,0.17168932948098267,0.7790461751350373,0.1464835845452411,0.7604311773761557,0.7107365242861244,0,0
133,Josh McCall,GA,U.S. House Georgia District 9,Representative,-0.60810001,0.5273,Yes,Male,White,No,No,No,No,No,No,0.8310402510363025,0.07012396766353424,0.06800614081389918,0.1689597489636976,0.05286164343487913,0.510780145943282,0.36511691381739775,0.1926363727259267,45380.0,0.07458525763150334,0.17168932948098267,0.7790461751350373,0.1464835845452411,0.7604311773761557,0.7107365242861244,0,0
134,Andy McGuire,IA,Governor of Iowa,Governor,-0.081400003,0.0525,No,Male,White,No,No,No,No,Yes,No,0.9169612448528932,0.01302409026915939,0.04407876914586202,0.08303875514710705,0.029873719757612625,0.501554229325829,0.3684665429815044,0.18914322401726547,51620.22222222222,0.04245170524671462,0.08876968665746679,0.7923582720881305,0.07479859889142591,0.788246882062493,0.613241468538887,0,1
135,Cathy Glasson,IA,Governor of Iowa,Governor,-0.081400003,0.20549999,No,Female,White,No,No,No,No,Yes,No,0.9169612448528932,0.01302409026915939,0.04407876914586202,0.08303875514710705,0.029873719757612625,0.501554229325829,0.3684665429815044,0.18914322401726547,51620.22222222222,0.04245170524671462,0.08876968665746679,0.7923582720881305,0.07479859889142591,0.788246882062493,0.613241468538887,0,1
136,Fred Hubbell,IA,Governor of Iowa,Governor,-0.081400003,0.5540999999999999,Yes,Male,White,No,No,No,Yes,No,No,0.9169612448528932,0.01302409026915939,0.04407876914586202,0.08303875514710705,0.029873719757612625,0.501554229325829,0.3684665429815044,0.18914322401726547,51620.22222222222,0.04245170524671462,0.08876968665746679,0.7923582720881305,0.07479859889142591,0.788246882062493,0.613241468538887,0,1
137,John Norris,IA,Governor of Iowa,Governor,-0.081400003,0.1144,No,Male,White,No,No,No,No,No,Yes,0.9169612448528932,0.01302409026915939,0.04407876914586202,0.08303875514710705,0.029873719757612625,0.501554229325829,0.3684665429815044,0.18914322401726547,51620.22222222222,0.04245170524671462,0.08876968665746679,0.7923582720881305,0.07479859889142591,0.788246882062493,0.613241468538887,0,1
138,Nate Boulton,IA,Governor of Iowa,Governor,-0.081400003,0.049699998,No,Male,White,No,No,Yes,No,No,No,0.9169612448528932,0.01302409026915939,0.04407876914586202,0.08303875514710705,0.029873719757612625,0.501554229325829,0.3684665429815044,0.18914322401726547,51620.22222222222,0.04245170524671462,0.08876968665746679,0.7923582720881305,0.07479859889142591,0.788246882062493,0.613241468538887,0,1
139,Ross Wilburn,IA,Governor of Iowa,Governor,-0.081400003,0.021700001000000003,No,Male,Nonwhite,No,No,No,No,No,No,0.9169612448528932,0.01302409026915939,0.04407876914586202,0.08303875514710705,0.029873719757612625,0.501554229325829,0.3684665429815044,0.18914322401726547,51620.22222222222,0.04245170524671462,0.08876968665746679,0.7923582720881305,0.07479859889142591,0.788246882062493,0.613241468538887,0,1
140,Abby Finkenauer,IA,U.S. House Iowa District 1,Representative,-0.0173,0.6680000300000001,Yes,Female,White,No,No,Yes,No,No,No,0.9246170134994195,0.014696556113403054,0.03427239170894088,0.07538298650058031,0.02569722289145722,0.5020662508496175,0.3731493128392936,0.1848318324444731,53965.4,0.04236016452679947,0.08563855663923854,0.7973695513547026,0.07348241597483425,0.7939714589168966,0.6102165313430381,0,1
141,Courtney Rowe,IA,U.S. House Iowa District 1,Representative,-0.0173,0.07590000200000001,No,Female,White,No,No,No,No,Yes,No,0.9246170134994195,0.014696556113403054,0.03427239170894088,0.07538298650058031,0.02569722289145722,0.5020662508496175,0.3731493128392936,0.1848318324444731,53965.4,0.04236016452679947,0.08563855663923854,0.7973695513547026,0.07348241597483425,0.7939714589168966,0.6102165313430381,0,1
142,George Ramsey,IA,U.S. House Iowa District 1,Representative,-0.0173,0.06369999900000001,No,Male,Nonwhite,Yes,No,No,No,No,No,0.9246170134994195,0.014696556113403054,0.03427239170894088,0.07538298650058031,0.02569722289145722,0.5020662508496175,0.3731493128392936,0.1848318324444731,53965.4,0.04236016452679947,0.08563855663923854,0.7973695513547026,0.07348241597483425,0.7939714589168966,0.6102165313430381,0,1
143,Thomas Heckroth,IA,U.S. House Iowa District 1,Representative,-0.0173,0.19120001000000003,No,Male,White,No,No,No,No,No,Yes,0.9246170134994195,0.014696556113403054,0.03427239170894088,0.07538298650058031,0.02569722289145722,0.5020662508496175,0.3731493128392936,0.1848318324444731,53965.4,0.04236016452679947,0.08563855663923854,0.7973695513547026,0.07348241597483425,0.7939714589168966,0.6102165313430381,0,1
144,Cindy Axne,IA,U.S. House Iowa District 3,Representative,-0.041100001000000004,0.57799999,Yes,Female,White,No,No,No,No,No,No,0.9305748328654404,0.009901170463850738,0.03522717423734035,0.06942516713455973,0.024803939497310204,0.5046896905485783,0.35925576987337443,0.18763379653702392,54004.8125,0.042424700306495484,0.08003584238212368,0.7745479816454554,0.07021104212271775,0.7700857779912497,0.628363161072165,0,1
145,Eddie Mauro,IA,U.S. House Iowa District 3,Representative,-0.041100001000000004,0.2635,No,Male,White,No,No,No,Yes,No,No,0.9305748328654404,0.009901170463850738,0.03522717423734035,0.06942516713455973,0.024803939497310204,0.5046896905485783,0.35925576987337443,0.18763379653702392,54004.8125,0.042424700306495484,0.08003584238212368,0.7745479816454554,0.07021104212271775,0.7700857779912497,0.628363161072165,0,1
146,Pete D'Alessandro,IA,U.S. House Iowa District 3,Representative,-0.041100001000000004,0.1558,No,Male,White,No,No,No,No,No,No,0.9305748328654404,0.009901170463850738,0.03522717423734035,0.06942516713455973,0.024803939497310204,0.5046896905485783,0.35925576987337443,0.18763379653702392,54004.8125,0.042424700306495484,0.08003584238212368,0.7745479816454554,0.07021104212271775,0.7700857779912497,0.628363161072165,0,1
147,J.D. Scholten,IA,U.S. House Iowa District 4,Representative,-0.25110001,0.51259998,Yes,Male,White,No,No,No,No,No,No,0.9151760719462732,0.009570942959466552,0.05186773630150085,0.08482392805372671,0.03139244425867542,0.5013754121495375,0.3635455581901439,0.19767500345087202,50871.5641025641,0.03779653167785598,0.08954238202580443,0.7965708340790085,0.07123256828080479,0.7917022964753875,0.6258877410051586,0,0
148,John Paschen,IA,U.S. House Iowa District 4,Representative,-0.25110001,0.16719998999999997,No,Male,White,No,No,No,No,Yes,No,0.9151760719462732,0.009570942959466552,0.05186773630150085,0.08482392805372671,0.03139244425867542,0.5013754121495375,0.3635455581901439,0.19767500345087202,50871.5641025641,0.03779653167785598,0.08954238202580443,0.7965708340790085,0.07123256828080479,0.7917022964753875,0.6258877410051586,0,0
149,Leann Jacobsen,IA,U.S. House Iowa District 4,Representative,-0.25110001,0.31920000000000004,No,Female,White,No,No,Yes,No,No,No,0.9151760719462732,0.009570942959466552,0.05186773630150085,0.08482392805372671,0.03139244425867542,0.5013754121495375,0.3635455581901439,0.19767500345087202,50871.5641025641,0.03779653167785598,0.08954238202580443,0.7965708340790085,0.07123256828080479,0.7917022964753875,0.6258877410051586,0,0
150,A.J. Balukoff,ID,Governor of Idaho,Governor,-0.34330002,0.40099998,No,Male,White,No,No,No,Yes,No,No,0.8336578389904222,0.003509223132140887,0.12473929460919209,0.1663421610095777,0.06157473061179986,0.4918848533718632,0.3968202252213793,0.16995868091214883,45063.11111111111,0.06226812477884195,0.12276850838563215,0.7853593882335601,0.08038186573808986,0.7691283354466277,0.602222294325628,0,0
151,Paulette E. Jordan,ID,Governor of Idaho,Governor,-0.34330002,0.58400002,Yes,Female,Nonwhite,No,No,Yes,No,No,No,0.8336578389904222,0.003509223132140887,0.12473929460919209,0.1663421610095777,0.06157473061179986,0.4918848533718632,0.3968202252213793,0.16995868091214883,45063.11111111111,0.06226812477884195,0.12276850838563215,0.7853593882335601,0.08038186573808986,0.7691283354466277,0.602222294325628,0,0
152,Peter Dill,ID,Governor of Idaho,Governor,-0.34330002,0.013999999999999999,No,Male,White,No,No,No,No,No,No,0.8336578389904222,0.003509223132140887,0.12473929460919209,0.1663421610095777,0.06157473061179986,0.4918848533718632,0.3968202252213793,0.16995868091214883,45063.11111111111,0.06226812477884195,0.12276850838563215,0.7853593882335601,0.08038186573808986,0.7691283354466277,0.602222294325628,0,0
153,Christina McNeil,ID,U.S. House Idaho District 1,Representative,-0.3943,0.6969999699999999,Yes,Female,Nonwhite,No,No,No,No,No,No,0.8700432831315106,0.0028018817214837304,0.07669108240917819,0.12995671686848945,0.035169886740402785,0.49162918803052086,0.3524556090466843,0.19792628974619386,43358.73684210526,0.07542854521159198,0.11125851495357622,0.7894855037264995,0.09245166103790753,0.7828130854740203,0.5947994652625299,0,0
154,James Vandermaas,ID,U.S. House Idaho District 1,Representative,-0.3943,0.158,No,Male,White,No,No,No,No,No,No,0.8700432831315106,0.0028018817214837304,0.07669108240917819,0.12995671686848945,0.035169886740402785,0.49162918803052086,0.3524556090466843,0.19792628974619386,43358.73684210526,0.07542854521159198,0.11125851495357622,0.7894855037264995,0.09245166103790753,0.7828130854740203,0.5947994652625299,0,0
155,Michael Smith,ID,U.S. House Idaho District 1,Representative,-0.3943,0.145,No,Male,White,Yes,No,No,No,No,No,0.8700432831315106,0.0028018817214837304,0.07669108240917819,0.12995671686848945,0.035169886740402785,0.49162918803052086,0.3524556090466843,0.19792628974619386,43358.73684210526,0.07542854521159198,0.11125851495357622,0.7894855037264995,0.09245166103790753,0.7828130854740203,0.5947994652625299,0,0
156,Aaron Swisher,ID,U.S. House Idaho District 2,Representative,-0.28809999,0.67599998,Yes,Male,White,No,No,No,No,No,No,0.8070684759642424,0.00402612647069804,0.15985144967843296,0.19293152403575753,0.08087057805628235,0.49207168573669047,0.4292405216567332,0.14952081291803895,46308.61538461538,0.05265089446260157,0.13117965743213458,0.7823441499887196,0.07156163071130005,0.7591279411958405,0.6076466694101997,0,0
157,Peter Rickards,ID,U.S. House Idaho District 2,Representative,-0.28809999,0.32400002,No,Male,White,No,No,No,No,No,No,0.8070684759642424,0.00402612647069804,0.15985144967843296,0.19293152403575753,0.08087057805628235,0.49207168573669047,0.4292405216567332,0.14952081291803895,46308.61538461538,0.05265089446260157,0.13117965743213458,0.7823441499887196,0.07156163071130005,0.7591279411958405,0.6076466694101997,0,0
158,Bob Daiber,IL,Governor of Illinois,Governor,0.1448,0.011000000000000001,No,Male,White,No,No,Yes,No,No,No,0.8117324651838724,0.06865761763468607,0.07830449407403348,0.1882675348161276,0.06094848230045255,0.5016429225652416,0.3763070320536904,0.16566852710909685,55176.609929078004,0.07388753459002713,0.11013117055745848,0.7566682503340576,0.08404138525458936,0.7366661653761956,0.3972203751983504,1,1
159,Chris Kennedy,IL,Governor of Illinois,Governor,0.1448,0.244,No,Male,White,No,No,No,Yes,No,No,0.8117324651838724,0.06865761763468607,0.07830449407403348,0.1882675348161276,0.06094848230045255,0.5016429225652416,0.3763070320536904,0.16566852710909685,55176.609929078004,0.07388753459002713,0.11013117055745848,0.7566682503340576,0.08404138525458936,0.7366661653761956,0.3972203751983504,1,1
160,Daniel K. Biss,IL,Governor of Illinois,Governor,0.1448,0.26700001,No,Male,White,No,No,Yes,No,Yes,No,0.8117324651838724,0.06865761763468607,0.07830449407403348,0.1882675348161276,0.06094848230045255,0.5016429225652416,0.3763070320536904,0.16566852710909685,55176.609929078004,0.07388753459002713,0.11013117055745848,0.7566682503340576,0.08404138525458936,0.7366661653761956,0.3972203751983504,1,1
161,J.B. Pritzker,IL,Governor of Illinois,Governor,0.1448,0.45099997999999997,Yes,Male,White,No,No,No,Yes,No,No,0.8117324651838724,0.06865761763468607,0.07830449407403348,0.1882675348161276,0.06094848230045255,0.5016429225652416,0.3763070320536904,0.16566852710909685,55176.609929078004,0.07388753459002713,0.11013117055745848,0.7566682503340576,0.08404138525458936,0.7366661653761956,0.3972203751983504,1,1
162,Robert Marshall,IL,Governor of Illinois,Governor,0.1448,0.011000000000000001,No,Male,White,Yes,No,No,No,Yes,No,0.8117324651838724,0.06865761763468607,0.07830449407403348,0.1882675348161276,0.06094848230045255,0.5016429225652416,0.3763070320536904,0.16566852710909685,55176.609929078004,0.07388753459002713,0.11013117055745848,0.7566682503340576,0.08404138525458936,0.7366661653761956,0.3972203751983504,1,1
163,Tio Hardiman,IL,Governor of Illinois,Governor,0.1448,0.016,No,Male,Nonwhite,No,No,No,No,No,No,0.8117324651838724,0.06865761763468607,0.07830449407403348,0.1882675348161276,0.06094848230045255,0.5016429225652416,0.3763070320536904,0.16566852710909685,55176.609929078004,0.07388753459002713,0.11013117055745848,0.7566682503340576,0.08404138525458936,0.7366661653761956,0.3972203751983504,1,1
164,Brendan Kelly,IL,U.S. House Illinois District 12,Representative,-0.1326,0.81,Yes,Male,White,Yes,No,No,No,No,No,0.8169075245251224,0.12478537285986152,0.027800918892892743,0.18309247547487775,0.020124741220097622,0.4964648343155531,0.3716307715364243,0.1718291420741984,44915.0,0.08309513995266325,0.12724296448632869,0.8008666488249344,0.11204939613858428,0.795989805701351,0.4648209587931575,0,0
165,David Bequette,IL,U.S. House Illinois District 12,Representative,-0.1326,0.19,No,Male,White,Yes,No,No,No,No,No,0.8169075245251224,0.12478537285986152,0.027800918892892743,0.18309247547487775,0.020124741220097622,0.4964648343155531,0.3716307715364243,0.1718291420741984,44915.0,0.08309513995266325,0.12724296448632869,0.8008666488249344,0.11204939613858428,0.795989805701351,0.4648209587931575,0,0
166,Angel Sides,IL,U.S. House Illinois District 13,Representative,-0.0673,0.041999998,No,Male,White,No,No,No,No,No,No,0.8881691230380817,0.05196477300074613,0.023149499811910244,0.11183087696191824,0.02575681437435427,0.5024272016061435,0.3741669276684595,0.170633295904511,52816.71428571428,0.06912584027240413,0.09096861265533482,0.7631731203731168,0.08183941990731305,0.7597061832280589,0.4457812677715774,0,0
167,Betsy Londrigan,IL,U.S. House Illinois District 13,Representative,-0.0673,0.45700001,Yes,Female,White,No,No,No,No,No,No,0.8881691230380817,0.05196477300074613,0.023149499811910244,0.11183087696191824,0.02575681437435427,0.5024272016061435,0.3741669276684595,0.170633295904511,52816.71428571428,0.06912584027240413,0.09096861265533482,0.7631731203731168,0.08183941990731305,0.7597061832280589,0.4457812677715774,0,0
168,David Gill,IL,U.S. House Illinois District 13,Representative,-0.0673,0.14400000000000002,No,Male,White,No,No,No,No,Yes,No,0.8881691230380817,0.05196477300074613,0.023149499811910244,0.11183087696191824,0.02575681437435427,0.5024272016061435,0.3741669276684595,0.170633295904511,52816.71428571428,0.06912584027240413,0.09096861265533482,0.7631731203731168,0.08183941990731305,0.7597061832280589,0.4457812677715774,0,0
169,Erik Jones,IL,U.S. House Illinois District 13,Representative,-0.0673,0.22399999999999998,No,Male,White,No,No,No,No,No,No,0.8881691230380817,0.05196477300074613,0.023149499811910244,0.11183087696191824,0.02575681437435427,0.5024272016061435,0.3741669276684595,0.170633295904511,52816.71428571428,0.06912584027240413,0.09096861265533482,0.7631731203731168,0.08183941990731305,0.7597061832280589,0.4457812677715774,0,0
170,Jonathan Ebel,IL,U.S. House Illinois District 13,Representative,-0.0673,0.133,No,Male,White,Yes,No,No,No,No,No,0.8881691230380817,0.05196477300074613,0.023149499811910244,0.11183087696191824,0.02575681437435427,0.5024272016061435,0.3741669276684595,0.170633295904511,52816.71428571428,0.06912584027240413,0.09096861265533482,0.7631731203731168,0.08183941990731305,0.7597061832280589,0.4457812677715774,0,0
171,Daniel Roldan-Johnson,IL,U.S. House Illinois District 14,Representative,-0.0796,0.023,No,Male,White,No,Yes,No,No,No,No,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
172,George Weber,IL,U.S. House Illinois District 14,Representative,-0.0796,0.05,No,Male,White,No,No,No,No,Yes,No,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
173,Jim Walz,IL,U.S. House Illinois District 14,Representative,-0.0796,0.1,No,Male,White,No,No,No,No,No,No,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
174,John Hosta,IL,U.S. House Illinois District 14,Representative,-0.0796,0.05,No,Male,White,No,No,No,No,No,No,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
175,Lauren Underwood,IL,U.S. House Illinois District 14,Representative,-0.0796,0.57299999,Yes,Female,Nonwhite,No,No,No,No,Yes,Yes,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
176,Matt Brolley,IL,U.S. House Illinois District 14,Representative,-0.0796,0.134,No,Male,White,No,No,Yes,No,Yes,No,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
177,Victor Swanson,IL,U.S. House Illinois District 14,Representative,-0.0796,0.07,No,Male,White,Yes,No,No,No,No,No,0.6959686150575617,0.0597346901170108,0.17519318444922857,0.30403138494243825,0.13151320354103707,0.5040236442147522,0.4197642778163901,0.11521876955470466,76023.42857142857,0.0684442604493706,0.09340445096616336,0.6358408709850756,0.04322606685483873,0.5998473640975839,0.0705799296068985,1,1
